Title	Year	Length	Rating	Action/Animation/Comedy/Drama/Documentary/Romance
Abajo firmantes, Los	2003	90	NR	001100
Abandon	2002	99	PG-13	000100
Abandonadas, Las	1945	103	NR	000100
Abandoned	1949	78	NR	000000
Abar Aranye	2003	123	NR	000100
Abashiri Bangaichi	1965	92	NR	000100
Abba Ganuv	1988	95	NR	001100
Abba Ganuv II	1989	85	NR	001100
Abba Ganuv III	1991	88	NR	000100
Abbasso la ricchezza!	1946	90	NR	000100
Abbiamo solo fatto l'amore	1998	80	NR	001000
Abbott and Costello Go to Mars	1953	81	NR	001000
Abbott and Costello Meet Captain Kidd	1952	75	NR	001000
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde	1953	80	NR	001000
Abbott and Costello Meet the Invisible Man	1951	86	NR	001000
Abbott and Costello Meet the Keystone Kops	1955	85	NR	001000
Abbott and Costello Meet the Killer, Boris Karloff	1949	88	NR	001000
Abbott and Costello Meet the Mummy	1955	83	NR	001000
Abbott and Costello in Hollywood	1945	85	NR	001000
Abbott and Costello in the Foreign Legion	1950	85	NR	001000
Abbronzatissimi	1991	96	NR	001000
Abbronzatissimi 2 - un anno dopo	1993	105	NR	000000
Abbuzze! Der Badesalz Film	1996	95	NR	001000
Abby	1974	89	NR	000000
Abby Singer	2003	79	NR	000000
Abdication, The	1974	103	NR	000100
Abducted	1986	87	NR	000100
Abducted	1994	2	NR	010000
Abducted II: The Reunion	1994	92	NR	100000
Abduction	1975	95	NR	000100
Abduction Club, The	2002	96	NR	001101
Abduction of Figaro	1984	144	NR	001000
Abductors, The	1957	80	NR	000000
Abductors, The	1972	91	NR	100100
Abdulla the Great	1955	103	NR	001000
Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu	1991	89	NR	001000
Abe Lincoln in Illinois	1940	110	NR	000100
Abe Lincoln: Freedom Fighter	1978	54	NR	000000
Abe's Manhood	2000	15	NR	000000
Abel	1986	100	NR	001000
Abel Ferrara: Not Guilty	2003	85	NR	000010
Abel Raises Cain	2005	82	NR	000010
Abendland	1999	146	R	000000
Abenteuer des Grafen Bobby, Die	1961	90	NR	001000
Abenteuer des Prinzen Achmed, Die	1926	66	NR	010001
Abenteuer des Werner Holt, Die	1965	158	NR	000101
Abenteuer eines Sommers	1973	83	NR	000000
Abeoji	1997	113	NR	000000
Aberdeen	2000	106	NR	000100
Aberration	1997	93	R	000000
Abfahrer, Die	1978	97	NR	001000
Abgefahren	2004	86	NR	101000
Abgeschminkt!	1993	55	NR	001001
Abhijaan	1962	150	NR	000100
Abie's Irish Rose	1946	96	NR	001100
Abilene	1999	104	PG	000100
Abilene Town	1946	89	NR	000000
Abismos da Meia-Noite, Os	1984	105	NR	000000
Abissinia	1993	87	NR	000000
Abjad	2003	109	NR	000101
Ablaze	2001	97	R	100100
Able Edwards	2004	87	NR	000100
Able's House Is Green, The	2003	13	NR	000100
Abnormal Man	1994	117	NR	000000
Abominable Dr. Phibes, The	1971	94	PG-13	000000
Abominable Snow Rabbit, The	1961	7	NR	011000
Abominable Snowman, The	1957	85	NR	000000
Abominable homme des douanes, L'	1963	86	NR	000000
Abomination, The	1986	100	NR	000000
Abot kamay ang pangarap	1996	100	NR	000100
Abouna	2002	84	NR	000100
About Adam	2000	105	R	001001
About Face	1952	94	NR	001000
About Last Night...	1986	113	NR	001101
About Mrs. Leslie	1954	104	NR	000101
About Schmidt	2002	125	R	001100
About a Boy	2002	101	PG-13	001100
About a Girl	2001	9	NR	000000
Above Freezing	1998	85	NR	000100
Above Suspicion	1943	90	NR	000100
Above Suspicion	1995	95	R	000100
Above Suspicion	2000	92	R	000100
Above Us the Waves	1955	92	NR	000100
Above and Beyond	1952	122	NR	100100
Above and Beyond	2001	91	NR	000101
Above the Dust Level	1999	9	NR	001000
Above the Law	1988	93	NR	100100
Above the Rim	1994	96	NR	000100
Abracadabra	1993	78	NR	000000
Abrafaxe - Unter schwarzer Flagge, Die	2001	81	NR	010000
Abraham Lincoln	1930	97	NR	000100
Abrahams Gold	1990	95	NR	000100
Abraxas, Guardian of the Universe	1991	90	NR	100000
Abrazo partido, El	2004	100	NR	001000
Abre los ojos	1997	117	R	000101
Abroad with Two Yanks	1944	80	NR	001000
Abschied	1930	80	NR	000000
Abschied vom falschen Paradies	1989	92	NR	000000
Abschied von den Wolken	1959	99	NR	000000
Abschied von gestern - (Anita G.)	1966	88	NR	001000
Abschiedswalzer	1934	87	NR	000000
Absence of Light, The	2004	94	NR	000000
Absence of Malice	1981	116	NR	000101
Absence, L'	1993	112	NR	000000
Absent Minded Professor, The	1961	97	NR	001000
Absent Without Leave	1992	95	NR	000101
Absent-Minded Waiter, The	1977	7	NR	001000
Absolon	2003	96	R	100000
Absolument fabuleux	2001	105	NR	001000
Absolut	2004	94	NR	000000
Absolut Warhola	2001	80	NR	000010
Absolutamente Certo	1957	95	NR	001000
Absolute Beginners	1986	108	NR	000000
Absolute Force	1997	91	NR	100000
Absolute Giganten	1999	72	NR	101101
Absolute Power	1997	121	R	000100
Absolute Quiet	1936	70	NR	000100
Absolutely Positive	1991	87	NR	000010
Absolution	1978	95	NR	000000
Absolution	2001	23	NR	000000
Absolution of Anthony, The	1997	13	NR	001100
Abu el Banat	1973	88	NR	000100
Abuelitos	1999	15	NR	000100
Abuelo Cheno y otras historias, El	1994	30	NR	000010
Abuelo Made in Spain	1969	90	NR	001000
Abuelo tiene un plan, El	1973	90	NR	001000
Abuelo, El	1998	147	PG	000100
Abus de confiance	1938	88	NR	000100
Abuse	1983	94	NR	000100
Abusement Park	1947	7	NR	011000
Abuzer Kadayif	2000	104	NR	001100
Abwab al Moghlaka, Al	1999	107	NR	000100
Abwege	1928	107	NR	000000
Abxang	2003	102	NR	000010
Abyss, The	1989	171	PG-13	100100
Academy Boyz	1997	90	NR	000000
Acadie, l'Acadie, L'	1971	75	NR	000010
Acapulco Gold	1978	105	NR	000000
Acapulco, prima spiaggia... a sinistra	1983	88	NR	001000
Accadde al commissariato	1954	105	NR	001000
Accadde al penitenziario	1955	95	NR	000100
Accattone	1961	120	NR	000100
Accelerator	1999	86	NR	000000
Accent on Youth	1935	77	NR	001001
Acceptable Levels	1983	100	NR	000000
Access Code	1984	88	NR	000000
Access Denied	1997	95	R	000000
Accident	1967	105	NR	000100
Accident	1985	121	NR	000000
Accidental Tourist, The	1988	121	NR	000101
Accidents	1988	86	NR	000000
Accidents	2000	15	NR	000000
Accidents Will Happen	1938	62	NR	000100
Accompagnatrice, L'	1992	111	NR	000100
According to Spencer	2001	95	R	001001
Accordion Tribe	2004	87	NR	000010
Account Rendered	1957	59	NR	000000
Accountant, The	1989	100	NR	000000
Accountant, The	1999	50	NR	100000
Accountant, The	2001	35	NR	001000
Accueil de jour, L'	2000	18	NR	000010
Accueil familial, vieillir comme chez soi, L'	1996	17	NR	000010
Accused of Murder	1956	74	NR	000000
Accused, The	1949	101	NR	000100
Accused, The	1988	111	NR	000100
Ace Drummond	1936	255	NR	100000
Ace Eli and Rodger of the Skies	1973	89	NR	000100
Ace Up My Sleeve	1976	92	NR	001100
Ace Ventura: Pet Detective	1994	86	PG-13	001000
Ace Ventura: When Nature Calls	1995	90	PG-13	001000
Ace in the Hole	1951	111	NR	000100
Ace of Aces	1933	76	NR	000100
Ace of Hearts, The	1921	75	NR	000101
Aces High	1976	114	NR	100100
Aces Wild	1936	63	NR	000000
Aces and Eights	1936	62	NR	000000
Aces: Iron Eagle III	1992	98	NR	100000
Ach Egon!	1961	90	NR	001000
Ach Shel Driks, Ha-	1994	50	NR	000100
Ach du lieber Harry	1981	85	NR	001000
Ach jodel mir noch einen	1974	73	NR	001000
Ache in Every Stake, An	1941	18	NR	001000
Achilles	1996	11	NR	000000
Achilles' Love	2000	90	PG	001001
Achte Tag, Der	1990	99	NR	000000
Achterland	1994	93	NR	000000
Achtung! Banditi!	1951	90	NR	000100
Achtung, fertig, Charlie!	2003	92	NR	001001
Acid Eaters, The	1968	65	NR	000100
Acid House, The	1998	111	NR	000100
Acne	2005	72	NR	001000
Acordar	2001	20	NR	000000
Acosada	1984	90	NR	000000
Acqua e sapone	1983	109	NR	000000
Acqua... il fuoco, L'	2003	94	NR	000000
Acquaria	2003	103	NR	000100
Acquasanta Joe	1971	94	NR	100000
Acri	1996	108	NR	000000
Acrobate, L'	1976	101	NR	000000
Acrobate, Le	1997	123	NR	000000
Acrobatty Bunny	1946	8	NR	011000
Acropol	1995	125	NR	000100
Across 110th Street	1972	102	NR	000100
Across This Land with Stompin' Tom Connors	1973	90	NR	000010
Across the Atlantic	2003	54	NR	000010
Across the Badlands	1950	55	NR	000000
Across the Bridge	1957	103	NR	000100
Across the Great Divide	1976	100	NR	000000
Across the Line	2000	99	NR	000100
Across the Moon	1995	88	NR	001101
Across the Pacific	1942	97	NR	000001
Across the Rio Grande	1949	56	NR	000000
Across the Sea of Time	1995	51	NR	000100
Across the Sierras	1941	59	NR	000000
Across the Tracks	1991	100	NR	000100
Across the Wide Missouri	1951	78	NR	000000
Across to Singapore	1928	86	NR	000100
Act One	1963	110	NR	000100
Act Your Age	1949	13	NR	000100
Act of Murder, An	1948	91	NR	000100
Act of Piracy	1988	101	NR	100000
Act of Seeing with One's Own Eyes, The	1971	32	NR	000010
Act of Violence	1948	82	NR	000100
Act of War	1998	94	NR	100000
Act of the Heart	1970	103	NR	000100
Act, The	1982	94	NR	000000
Act, The	2005	8	NR	000000
Acta General de Chile	1986	240	NR	000010
Actas de Marusia	1976	110	NR	000100
Acteur, L'	1974	6	NR	010000
Acteurs anonymes, Les	2001	90	NR	000000
Acteurs, Les	2000	103	NR	001000
Action	1980	121	NR	000100
Action Jackson	1988	96	NR	101000
Action League Now!!: Rock-A-Big-Baby	1997	5	PG	011000
Action Nitsch-Journiac	1989	10	NR	100000
Action On the Beach	1964	6	NR	000010
Action U.S.A.	1989	89	NR	100000
Action de corps exclu	1983	15	NR	100000
Action for Slander	1937	83	NR	000100
Action in Arabia	1944	72	NR	000100
Action in the North Atlantic	1943	126	NR	000101
Action of the Tiger	1957	93	NR	100100
Action: The October Crisis of 1970	1974	87	NR	000010
Active Stealth	1999	99	R	100000
Acto de Primavera	1963	94	NR	000100
Actor's and Sin	1952	82	NR	001100
Actors Anonymous: The Truth Behind the Dream	2003	60	NR	000010
Actors, The	2003	91	R	001000
Actress, The	1953	90	NR	001100
Actrius	1997	90	NR	000000
Acts of Betrayal	1997	90	NR	100000
Acts of Worship	2001	94	R	000100
Ad Fundum	1993	98	NR	000100
Ad and the Ego, The	1997	57	NR	000010
Ad ogni costo	1967	114	NR	000000
Ad ovest di Paperino	1982	102	NR	001000
Ada	1961	109	NR	000100
Ada apa dengan cinta?	2002	112	NR	000101
Adada	1987	118	NR	000100
Adagio	2000	7	NR	010100
Adam	1991	6	NR	010000
Adam	1997	4	NR	010000
Adam & Eva	1997	104	NR	001101
Adam & Eva	2003	99	NR	001001
Adam & Evil	2004	90	R	000000
Adam & Paul	2004	83	NR	001100
Adam Had Four Sons	1941	81	NR	000101
Adam and Evelyne	1949	70	NR	001000
Adam and Evil	1927	70	NR	001000
Adam at 6 A.M.	1970	100	R	000100
Adam barfi	1995	106	NR	001100
Adam og Eva	1953	96	NR	000000
Adam's Rib	1949	101	NR	001001
Adam's Woman	1970	116	NR	000100
Adamah	1947	48	NR	000010
Adamo ed Eva, la prima storia d'amore	1983	91	NR	000001
Adamski	1994	89	NR	001001
Adamsson i Sverige	1966	79	NR	001000
Adaptation.	2002	114	R	001100
Adaptatziya	1981	165	NR	000000
Addams Family Values	1993	94	NR	001000
Addams Family, The	1991	99	NR	001000
Addicted to Love	1988	87	NR	000000
Addicted to Love	1997	100	R	001001
Addicted to Murder: Tainted Blood	1998	74	NR	000000
Addiction	2003	115	NR	000000
Addiction, The	1995	82	NR	000100
Adding Machine, The	1969	100	NR	001100
Addio Kira!	1942	95	NR	000000
Addio ultimo uomo	1978	91	NR	000010
Addio zio Tom	1971	103	NR	000100
Addio, fratello crudele	1971	91	NR	000100
Addition, L'	1984	85	NR	000100
Address Unknown	1944	75	NR	000100
Address Unknown	1997	92	PG	000000
Adebar	1957	2	NR	000000
Adela	1987	88	NR	000000
Adela	2000	103	NR	000000
Adelbert	1977	32	NR	000100
Adelfos Anna	1963	105	NR	000000
Adelheid	1969	99	NR	000000
Ademloos	1982	90	NR	000000
Adeus Princesa	1994	93	NR	000100
Adeus, Pai	1996	85	NR	000100
Adi Shankaracharya	1983	130	NR	000100
Adi Vasfiye	1985	90	NR	000100
Adieu	2003	124	NR	000000
Adieu Babylone	2001	91	NR	000000
Adieu Bonaparte	1985	115	NR	000100
Adieu Philippine	1962	106	NR	000100
Adieu blaireau	1985	94	NR	000000
Adieu je t'aime	1988	92	NR	000000
Adieu l'ami	1968	115	NR	100000
Adieu pays	2003	85	NR	000000
Adieu, Galaxy Express 999	1997	135	NR	000000
Adieu, plancher des vaches!	1999	118	NR	001100
Adieu, poulet	1975	91	NR	000100
Adio, Rio	1989	88	NR	000000
Adjuster, The	1991	102	NR	000100
Admirable Crichton, The	1957	94	NR	001000
Admiral Cigarette	1897	1	NR	000010
Admiral Dewey Leading Land Parade	1899	1	NR	000010
Admiral Ushakov	1953	108	NR	000100
Admiral Was a Lady, The	1950	87	NR	001001
Admission Free	1932	7	NR	010000
Admit One	1999	4	NR	000000
Adolescente, L'	1979	90	NR	000100
Adolescente, sucre d'amour	1985	90	NR	000000
Adolescentes, Las	1975	105	NR	000100
Adolf Armstarke	1937	87	NR	001000
Adolf Hitler - My Part in His Downfall	1972	102	NR	001000
Adolf Hitler - Wahlpropagandafilm	1938	8	NR	000000
Adolf i toppform	1952	84	NR	001000
Adolf und Marlene	1977	88	NR	000100
Adolphe	2002	100	NR	000100
Adorable	1933	88	NR	001001
Adorable menteuse	1962	105	NR	001000
Adorables mentiras	1992	108	NR	001000
Adoration	1996	16	NR	000100
Adorenarin doraibu	1999	112	NR	001000
Adosados	1996	95	NR	000100
Adrenalin: Fear the Rush	1996	88	R	100000
Adrenaline	2000	97	NR	100000
Adrenaline Rush: The Science of Risk	2002	40	NR	000010
Adrian	1998	15	NR	000000
Adrian und der Wolf	2000	10	NR	000000
Adua e le compagne	1960	128	NR	001100
Adult Version of Jekyll & Hide, The	1972	75	NR	000000
Adulterer, The	2000	85	NR	000000
Adulteress, The	1973	85	NR	000000
Adulterio all'italiana	1966	95	NR	001000
Advance and Be Mechanized	1967	6	NR	011000
Advance to the Rear	1964	100	NR	001000
Adventure	1945	135	NR	001101
Adventure Girl	1934	69	NR	000100
Adventure Island	1947	66	NR	000000
Adventure in Baltimore	1949	89	NR	001000
Adventure in Diamonds	1940	76	NR	000100
Adventure in Iraq	1943	65	NR	000000
Adventure in Manhattan	1936	73	NR	001000
Adventure of Faustus Bidgood, The	1986	110	NR	000000
Adventure of Sherlock Holmes' Smarter Brother, The	1975	91	NR	001000
Adventure of the Wrong Santa Claus, The	1914	14	NR	000100
Adventure's End	1937	60	NR	000000
Adventurers, The	1951	74	NR	000000
Adventurers, The	1970	171	NR	000100
Adventures in Babysitting	1987	102	NR	001000
Adventures in Dinosaur City	1992	88	NR	000000
Adventures in South America	1945	10	NR	000010
Adventures in Wild California	2000	41	NR	000010
Adventures of Baron Munchausen, The	1988	125	NR	001000
Adventures of Barry McKenzie, The	1972	114	NR	001000
Adventures of Billy, The	1911	18	NR	000100
Adventures of Bob & Doug McKenzie: Strange Brew, The	1983	90	NR	001000
Adventures of Buckaroo Banzai Across the 8th Dimension, The	1984	103	NR	001001
Adventures of Bullwhip Griffin, The	1967	108	NR	001000
Adventures of Buttman, The	1989	119	NR	000000
Adventures of Captain Fabian	1951	100	NR	000000
Adventures of Captain Marvel	1941	216	NR	000000
Adventures of Dick Black the Black Dick, The	1987	85	NR	000000
Adventures of Dollie, The	1908	12	NR	100000
Adventures of Don Coyote	1947	65	NR	000000
Adventures of Don Juan	1948	110	NR	000001
Adventures of Elmo in Grouchland, The	1999	89	NR	001000
Adventures of Ford Fairlane, The	1990	104	NR	101000
Adventures of Frank and Jesse James	1948	180	NR	000000
Adventures of Frontier Fremont	1976	106	NR	000000
Adventures of Gallant Bess	1948	71	NR	000100
Adventures of Gerard, The	1970	92	NR	001000
Adventures of Hajji Baba, The	1954	94	NR	000000
Adventures of Handyman, The	2000	5	NR	001000
Adventures of Huck Finn, The	1993	108	NR	000100
Adventures of Huckleberry Finn, The	1939	91	NR	000100
Adventures of Huckleberry Finn, The	1960	107	NR	000100
Adventures of Ichabod and Mr. Toad, The	1949	68	NR	010000
Adventures of Jane Arden, The	1939	58	NR	000100
Adventures of Lucky Pierre, The	1961	70	NR	001000
Adventures of Marco Polo, The	1938	100	NR	000000
Adventures of Mark Twain, The	1944	130	NR	000100
Adventures of Mark Twain, The	1986	86	NR	010000
Adventures of Martin Eden, The	1942	87	NR	000000
Adventures of Mikki Finn, The	1991	85	NR	000000
Adventures of Pinocchio, The	1996	92	NR	000000
Adventures of Pluto Nash, The	2002	95	PG-13	101000
Adventures of Popeye	1935	9	NR	011000
Adventures of Priscilla, Queen of the Desert, The	1994	104	NR	001100
Adventures of Quentin Durward, The	1955	100	NR	000001
Adventures of Ragtime, The	1998	96	NR	001000
Adventures of Red Ryder	1940	205	NR	000000
Adventures of Rex and Rinty, The	1935	229	NR	100000
Adventures of Robin Hood, The	1938	102	PG	100001
Adventures of Rocky & Bullwinkle, The	2000	88	PG	011000
Adventures of Sebastian Cole, The	1998	99	R	001100
Adventures of Sherlock Holmes, The	1939	85	NR	000000
Adventures of Sir Galahad, The	1949	252	NR	000000
Adventures of Smilin' Jack	1943	265	NR	100000
Adventures of Tom Sawyer, The	1938	119	NR	000000
Adventures of a Plumber's Mate	1978	88	NR	001000
Adventures of a Private Eye	1977	96	NR	001000
Adventures of a Rookie, The	1943	64	NR	001000
Adventures of a Taxi Driver	1976	89	NR	001000
Adventures of the American Rabbit, The	1986	87	NR	010000
Adventures of the Flying Cadets	1943	265	NR	000000
Adventures of the Masked Phantom, The	1939	60	NR	000000
Adventures of the Road-Runner	1962	26	NR	011000
Adventures of the Wilderness Family, The	1975	100	NR	000100
Adventurous Blonde, The	1937	61	NR	001000
Adversaire, L'	2002	129	NR	000100
Advice From a Caterpillar	1999	90	NR	001101
Advice and Dissent	2002	21	NR	001000
Advice to the Lovelorn	1933	62	NR	001101
Advise and Consent	1962	142	NR	000100
Advocaat van de Hanen	1996	109	NR	000100
Adwa	1999	90	NR	000010
Aeg maha	1984	9	NR	010000
Aelan	1989	105	NR	100000
Aelita	1924	67	NR	000000
Aenigma	1987	85	NR	000000
Aerial Gunner	1943	78	NR	000100
Aerobisex Girls	1983	85	NR	000000
Aerograd	1935	82	NR	000000
Aeroplane Flight and Wreck (Piloted by M. Cody)	1910	4	NR	000010
Aetbaar	2004	152	NR	000101
Affair in Havana	1957	77	NR	000000
Affair in Reno	1957	75	NR	000000
Affair in Trinidad	1952	98	NR	000100
Affair of the Necklace, The	2001	118	R	000100
Affair play	1995	95	NR	000001
Affair to Remember, An	1957	119	NR	000101
Affair with a Stranger	1953	87	NR	001101
Affaire Blum	1948	109	NR	000100
Affaire Bronswik, L'	1978	24	NR	001000
Affaire Dominici, L'	1973	105	NR	000100
Affaire Marcorelle, L'	2000	96	NR	000000
Affaire Maurizius, L'	1954	110	NR	000100
Affaire coffin, L'	1980	107	NR	000000
Affaire des divisions Morituri, L'	1985	75	NR	000000
Affaire des poisons, L'	1955	103	NR	000100
Affaire du collier de la reine, L'	1946	118	NR	000000
Affaire du courrier de Lyon, L'	1937	102	NR	000100
Affaire est dans le sac, L'	1932	55	NR	000000
Affaire, L'	1994	96	NR	000100
Affaires publiques, Les	1934	25	NR	001000
Affairs of Anatol, The	1921	117	NR	001100
Affairs of Annabel, The	1938	68	NR	001000
Affairs of Cappy Ricks, The	1937	56	NR	001100
Affairs of Cellini, The	1934	80	NR	001000
Affairs of Dobie Gillis, The	1953	72	NR	001000
Affairs of Janice	1976	72	NR	000000
Affairs of Martha, The	1942	66	NR	001000
Affairs of Susan, The	1945	110	NR	001000
Affairs with Bears	2002	27	NR	000010
Affectionately Yours	1941	88	NR	001001
Affengeil	1990	87	NR	000010
Affiches en goguette, Les	1904	3	NR	001000
Affittacamere, L'	1976	100	NR	001000
Affittasi appartamento	2002	10	NR	000000
Affliction	1996	45	NR	000010
Affliction	1997	114	R	000100
Afganistan - The last war bus (L'ultimo bus di guerra)	1989	90	NR	100000
Afganskiy izlom	1990	140	NR	000000
Afghan Stories	2002	60	NR	000010
Afgrund af frihed, En	1989	90	NR	000100
Afgrunden	1910	38	NR	000000
Afmagt	1998	50	NR	000100
Afonya	1975	92	NR	001100
Afraid of Everything	2004	80	NR	000100
Afraid of the Dark	1991	91	NR	000100
Afraid to Dance	1988	87	NR	000001
Afrance, L'	2001	90	NR	000000
Africa - Texas Style!	1967	109	NR	000000
Africa Express	1975	98	NR	000000
Africa Express	1989	94	NR	000000
Africa Screams	1949	82	NR	001000
Africa Speaks	1930	75	NR	000011
Africa Speaks -- English	1933	11	NR	001000
Africa addio	1966	83	NR	000010
Africa ama	1971	110	NR	000010
Africa dolce e selvaggia	1982	96	NR	000010
Africa's Elephant Kingdom	1998	40	NR	000010
Africa: The Serengeti	1994	39	NR	000010
Africain, L'	1983	101	NR	001000
African Diary	1945	6	NR	011000
African Lion, The	1955	75	NR	000010
African Queen, The	1951	105	NR	001101
African Timber	1989	100	NR	000000
African Treasure	1952	70	NR	000000
African-American Idol: The Search for the Next Black Leader	2003	17	NR	001000
Africana, L'	1990	105	NR	000100
Afrika	2002	112	NR	100100
Afrique, je te plumerai	1993	88	NR	000010
Afrit merati	1968	100	NR	001000
Afrita hanem	1947	97	NR	001001
Afro Deutsch	2002	13	NR	000000
Afrodite, dea dell'amore	1958	86	NR	000100
Afropunk: The 'Rock n Roll Nigger' Experience	2003	66	NR	000010
Afsane-ye-ah	1991	105	NR	000100
Afsaneh-e eshgh	2000	87	NR	000100
Afskedens time	1973	79	NR	000000
Afsporet	1942	102	NR	000101
Afsporet	2000	37	NR	000100
Afta	2000	24	NR	000100
Aftenland	2003	27	NR	000100
Aftenlandet	1977	109	NR	000000
